trade_date,Ticker,Sct,Return
2018-01-31,600068.SH,建筑建材,0.154300
2017-12-29,600068.SH,建筑建材,-0.100200
2017-11-30,600068.SH,建筑建材,-0.076600
2017-10-31,600068.SH,建筑建材,-0.052500
2017-09-29,600068.SH,建筑建材,-0.021900
2017-08-31,600068.SH,建筑建材,-0.063400
2017-07-31,600068.SH,建筑建材,0.016500
2017-06-30,600068.SH,建筑建材,0.123200
2017-05-31,600068.SH,建筑建材,-0.153000
2017-04-28,600068.SH,建筑建材,0.022000
2017-03-31,600068.SH,建筑建材,0.064500
2017-02-28,600068.SH,建筑建材,0.117900
2017-01-26,600068.SH,建筑建材,0.077700
2016-12-30,600068.SH,建筑建材,-0.037000
2016-11-30,600068.SH,建筑建材,0.115800
2016-10-31,600068.SH,建筑建材,0.088600
2016-09-30,600068.SH,建筑建材,-0.043100
2016-08-31,600068.SH,建筑建材,0.187300
2016-07-29,600068.SH,建筑建材,0.184000
2016-06-30,600068.SH,建筑建材,0.016600
2016-05-31,600068.SH,建筑建材,-0.000900
2016-04-29,600068.SH,建筑建材,-0.014000
2016-03-31,600068.SH,建筑建材,0.146500
2016-02-29,600068.SH,建筑建材,-0.028600
2016-01-29,600068.SH,建筑建材,-0.352200
2015-12-31,600068.SH,建筑建材,0.034700
2015-11-30,600068.SH,建筑建材,-0.011200
2015-10-30,600068.SH,建筑建材,0.087500
2015-09-30,600068.SH,建筑建材,-0.058000
2015-08-31,600068.SH,建筑建材,-0.149500
2015-07-31,600068.SH,建筑建材,-0.185800
2015-06-30,600068.SH,建筑建材,-0.039000
2015-05-29,600068.SH,建筑建材,-0.070100
2015-04-30,600068.SH,建筑建材,0.316300
2015-03-31,600068.SH,建筑建材,0.067200
2015-02-27,600068.SH,建筑建材,0.122600
2015-01-30,600068.SH,建筑建材,-0.059800
2014-12-31,600068.SH,建筑建材,0.501200
2014-11-28,600068.SH,建筑建材,0.216900
2014-10-31,600068.SH,建筑建材,0.000100
2014-09-30,600068.SH,建筑建材,0.156600
2014-08-29,600068.SH,建筑建材,0.008200
2014-07-31,600068.SH,建筑建材,0.095300
2014-06-30,600068.SH,建筑建材,-0.007400
2014-05-30,600068.SH,建筑建材,0.013800
2014-04-30,600068.SH,建筑建材,-0.020100
2014-03-31,600068.SH,建筑建材,-0.000200
2014-02-28,600068.SH,建筑建材,0.014200
2019-02-28,600085.SH,生物制药,0.105887
2019-01-31,600085.SH,生物制药,-0.040089
2018-12-28,600085.SH,生物制药,-0.052210
2018-11-30,600085.SH,生物制药,0.025054
2018-10-31,600085.SH,生物制药,-0.102971
2018-09-28,600085.SH,生物制药,-0.005185
2018-08-31,600085.SH,生物制药,-0.042703
2018-07-31,600085.SH,生物制药,-0.040225
2018-06-29,600085.SH,生物制药,-0.134200
2018-05-31,600085.SH,生物制药,0.141100
2018-04-27,600085.SH,生物制药,0.028700
2018-03-30,600085.SH,生物制药,0.069400
2018-02-28,600085.SH,生物制药,-0.044100
2018-01-31,600085.SH,生物制药,0.052200
2017-12-29,600085.SH,生物制药,-0.000500
2017-11-30,600085.SH,生物制药,-0.038600
2017-10-31,600085.SH,生物制药,0.039200
2017-09-29,600085.SH,生物制药,0.005000
2017-08-31,600085.SH,生物制药,-0.010300
2017-07-31,600085.SH,生物制药,-0.060100
2017-06-30,600085.SH,生物制药,0.083500
2017-05-31,600085.SH,生物制药,0.040500
2017-04-28,600085.SH,生物制药,-0.017400
2017-03-31,600085.SH,生物制药,0.036000
2017-02-28,600085.SH,生物制药,0.004700
2017-01-26,600085.SH,生物制药,-0.030800
2016-12-30,600085.SH,生物制药,-0.084000
2016-11-30,600085.SH,生物制药,0.090800
2016-10-31,600085.SH,生物制药,0.028700
2016-09-30,600085.SH,生物制药,-0.016600
2016-08-31,600085.SH,生物制药,-0.017600
2016-07-29,600085.SH,生物制药,0.074500
2016-06-30,600085.SH,生物制药,0.086700
2016-05-31,600085.SH,生物制药,-0.010900
2016-04-29,600085.SH,生物制药,-0.077900
2016-03-31,600085.SH,生物制药,0.110500
2016-02-29,600085.SH,生物制药,-0.061700
2016-01-29,600085.SH,生物制药,-0.393700
2015-12-31,600085.SH,生物制药,0.546200
2015-11-30,600085.SH,生物制药,0.043800
2015-10-30,600085.SH,生物制药,0.136800
2015-09-30,600085.SH,生物制药,-0.091800
2015-08-31,600085.SH,生物制药,-0.160100
2015-07-31,600085.SH,生物制药,-0.121200
2015-06-30,600085.SH,生物制药,-0.040700
2015-05-29,600085.SH,生物制药,0.188300
2015-04-30,600085.SH,生物制药,0.221600
2015-03-31,600085.SH,生物制药,0.152200
2015-02-27,600085.SH,生物制药,0.000500
2015-01-30,600085.SH,生物制药,0.014600
2014-12-31,600085.SH,生物制药,0.122400
2014-11-28,600085.SH,生物制药,0.066200
2014-10-31,600085.SH,生物制药,-0.009200
2014-09-30,600085.SH,生物制药,0.012600
2014-08-29,600085.SH,生物制药,-0.051000
2014-07-31,600085.SH,生物制药,0.136800
2014-06-30,600085.SH,生物制药,0.033100
2014-05-30,600085.SH,生物制药,-0.006400
2014-04-30,600085.SH,生物制药,-0.019600
2014-03-31,600085.SH,生物制药,-0.058700
2014-02-28,600085.SH,生物制药,-0.005700
2019-02-28,600089.SH,发电设备,0.127430
2019-01-31,600089.SH,发电设备,0.035845
2018-12-28,600089.SH,发电设备,-0.007551
2018-11-30,600089.SH,发电设备,-0.012022
2018-10-31,600089.SH,发电设备,-0.026104
2018-09-28,600089.SH,发电设备,0.063474
2018-08-31,600089.SH,发电设备,-0.022646
2018-07-31,600089.SH,发电设备,0.030312
2018-06-29,600089.SH,发电设备,-0.115900
2018-05-31,600089.SH,发电设备,-0.013900
2018-04-27,600089.SH,发电设备,-0.103400
2018-03-30,600089.SH,发电设备,-0.019900
2018-02-28,600089.SH,发电设备,-0.081200
2018-01-31,600089.SH,发电设备,-0.008500
2017-12-29,600089.SH,发电设备,-0.007500
2017-11-30,600089.SH,发电设备,0.000600
2017-10-31,600089.SH,发电设备,0.018900
2017-09-29,600089.SH,发电设备,-0.017300
2017-08-31,600089.SH,发电设备,-0.043200
2017-07-31,600089.SH,发电设备,0.020600
2017-06-30,600089.SH,发电设备,0.106500
2017-05-31,600089.SH,发电设备,-0.132400
2017-04-28,600089.SH,发电设备,0.017700
2017-03-31,600089.SH,发电设备,0.083100
2017-02-28,600089.SH,发电设备,0.095000
2017-01-26,600089.SH,发电设备,0.033200
2016-12-30,600089.SH,发电设备,-0.055500
2016-11-30,600089.SH,发电设备,0.088300
2016-10-31,600089.SH,发电设备,0.027900
2016-09-30,600089.SH,发电设备,-0.042500
2016-08-31,600089.SH,发电设备,-0.001800
2016-07-29,600089.SH,发电设备,0.080800
2016-06-30,600089.SH,发电设备,0.004500
2016-05-31,600089.SH,发电设备,-0.024900
2016-04-29,600089.SH,发电设备,-0.042500
2016-03-31,600089.SH,发电设备,0.118600
2016-02-29,600089.SH,发电设备,-0.043400
2016-01-29,600089.SH,发电设备,-0.302200
2015-12-31,600089.SH,发电设备,0.010100
2015-11-30,600089.SH,发电设备,-0.008900
2015-10-30,600089.SH,发电设备,0.121100
2015-09-30,600089.SH,发电设备,-0.079900
2015-08-31,600089.SH,发电设备,-0.110400
2015-07-31,600089.SH,发电设备,-0.075300
2015-06-30,600089.SH,发电设备,-0.107200
2015-05-29,600089.SH,发电设备,-0.023000
2015-04-30,600089.SH,发电设备,0.214000
2015-03-31,600089.SH,发电设备,0.172600
2015-02-27,600089.SH,发电设备,-0.004700
2015-01-30,600089.SH,发电设备,-0.001800
2014-12-31,600089.SH,发电设备,0.190600
2014-11-28,600089.SH,发电设备,0.066400
2014-10-31,600089.SH,发电设备,-0.024800
2014-09-30,600089.SH,发电设备,0.096100
2014-08-29,600089.SH,发电设备,-0.009500
2014-07-31,600089.SH,发电设备,0.081500
2014-06-30,600089.SH,发电设备,-0.028600
2014-05-30,600089.SH,发电设备,-0.004000
2014-04-30,600089.SH,发电设备,-0.005100
2014-03-31,600089.SH,发电设备,-0.088200
2014-02-28,600089.SH,发电设备,0.053800
2019-02-28,600104.SH,汽车制造,0.066888
2019-01-31,600104.SH,汽车制造,0.001871
2018-12-28,600104.SH,汽车制造,0.072279
2018-11-30,600104.SH,汽车制造,-0.085063
2018-10-31,600104.SH,汽车制造,-0.196033
2018-09-28,600104.SH,汽车制造,0.137063
2018-08-31,600104.SH,汽车制造,-0.084845
2018-07-31,600104.SH,汽车制造,-0.036205
2018-06-29,600104.SH,汽车制造,-0.033200
2018-05-31,600104.SH,汽车制造,0.129500
2018-04-27,600104.SH,汽车制造,-0.060900
2018-03-30,600104.SH,汽车制造,0.014700
2018-02-28,600104.SH,汽车制造,-0.020000
2018-01-31,600104.SH,汽车制造,0.073600
2017-12-29,600104.SH,汽车制造,0.038900
2017-11-30,600104.SH,汽车制造,-0.015800
2017-10-31,600104.SH,汽车制造,0.046300
2017-09-29,600104.SH,汽车制造,0.016400
2017-08-31,600104.SH,汽车制造,-0.012100
2017-07-31,600104.SH,汽车制造,-0.027300
2017-06-30,600104.SH,汽车制造,0.090000
2017-05-31,600104.SH,汽车制造,0.100000
2017-04-28,600104.SH,汽车制造,0.072700
2017-03-31,600104.SH,汽车制造,-0.013800
2017-02-28,600104.SH,汽车制造,0.017600
2017-01-26,600104.SH,汽车制造,0.079400
2016-12-30,600104.SH,汽车制造,-0.071300
2016-11-30,600104.SH,汽车制造,0.067500
2016-10-31,600104.SH,汽车制造,0.081700
2016-09-30,600104.SH,汽车制造,-0.009300
2016-08-31,600104.SH,汽车制造,-0.048100
2016-07-29,600104.SH,汽车制造,0.209600
2016-06-30,600104.SH,汽车制造,0.000600
2016-05-31,600104.SH,汽车制造,-0.001800
2016-04-29,600104.SH,汽车制造,0.014400
2016-03-31,600104.SH,汽车制造,0.093700
2016-02-29,600104.SH,汽车制造,-0.013700
2016-01-29,600104.SH,汽车制造,-0.121300
2015-12-31,600104.SH,汽车制造,0.109400
2015-11-30,600104.SH,汽车制造,0.082400
2015-09-30,600104.SH,汽车制造,-0.021600
2015-08-31,600104.SH,汽车制造,-0.085600
2015-07-31,600104.SH,汽车制造,-0.081300
2015-06-30,600104.SH,汽车制造,-0.046600
2015-05-29,600104.SH,汽车制造,-0.112300
2015-04-30,600104.SH,汽车制造,0.088100
2015-03-31,600104.SH,汽车制造,0.025000
2015-02-27,600104.SH,汽车制造,0.075500
2015-01-30,600104.SH,汽车制造,0.066200
2014-12-31,600104.SH,汽车制造,0.093700
2014-11-28,600104.SH,汽车制造,0.107200
2014-10-31,600104.SH,汽车制造,-0.010800
2014-09-30,600104.SH,汽车制造,0.069600
2014-08-29,600104.SH,汽车制造,0.041400
2014-07-31,600104.SH,汽车制造,0.135700
2014-06-30,600104.SH,汽车制造,0.048600
2014-05-30,600104.SH,汽车制造,0.006700
2014-04-30,600104.SH,汽车制造,0.050500
2014-03-31,600104.SH,汽车制造,0.091700
2014-02-28,600104.SH,汽车制造,-0.019600
2019-02-28,600109.SH,金融行业,0.269301
2019-01-31,600109.SH,金融行业,0.066691
2018-12-28,600109.SH,金融行业,-0.081296
2018-11-30,600109.SH,金融行业,0.093469
2018-10-31,600109.SH,金融行业,0.035513
2018-09-28,600109.SH,金融行业,0.037581
2018-08-31,600109.SH,金融行业,-0.039235
2018-07-31,600109.SH,金融行业,-0.003088
2018-06-29,600109.SH,金融行业,-0.082800
2018-05-31,600109.SH,金融行业,-0.095200
2018-04-27,600109.SH,金融行业,0.032300
2018-03-30,600109.SH,金融行业,-0.004100
2018-02-28,600109.SH,金融行业,-0.113400
2018-01-31,600109.SH,金融行业,0.007800
2017-12-29,600109.SH,金融行业,-0.125000
2017-11-30,600109.SH,金融行业,0.006700
2017-10-31,600109.SH,金融行业,-0.084800
2017-09-29,600109.SH,金融行业,-0.020000
2017-08-31,600109.SH,金融行业,0.074600
2017-07-31,600109.SH,金融行业,-0.045900
2017-06-30,600109.SH,金融行业,-0.018500
2017-05-31,600109.SH,金融行业,-0.092000
2017-04-28,600109.SH,金融行业,-0.031900
2017-03-31,600109.SH,金融行业,0.031200
2017-02-28,600109.SH,金融行业,-0.004500
2017-01-26,600109.SH,金融行业,0.026400
2016-12-30,600109.SH,金融行业,-0.079000
2016-11-30,600109.SH,金融行业,0.056000
2016-10-31,600109.SH,金融行业,0.049200
2016-09-30,600109.SH,金融行业,-0.048900
2016-08-31,600109.SH,金融行业,0.041600
2016-07-29,600109.SH,金融行业,-0.040800
2016-06-30,600109.SH,金融行业,0.036100
2016-05-31,600109.SH,金融行业,0.011500
2016-04-29,600109.SH,金融行业,-0.096000
2016-03-31,600109.SH,金融行业,0.253900
2016-02-29,600109.SH,金融行业,0.026400
2016-01-29,600109.SH,金融行业,-0.336100
2015-12-31,600109.SH,金融行业,0.053000
2015-11-30,600109.SH,金融行业,0.051600
2015-10-30,600109.SH,金融行业,0.216900
2015-09-30,600109.SH,金融行业,-0.028300
2015-08-31,600109.SH,金融行业,-0.246000
2015-07-31,600109.SH,金融行业,-0.334200
2015-06-30,600109.SH,金融行业,-0.066800
2015-05-29,600109.SH,金融行业,0.089300
2015-04-30,600109.SH,金融行业,-0.014700
2015-03-31,600109.SH,金融行业,0.208000
2015-02-27,600109.SH,金融行业,0.246000
2015-01-30,600109.SH,金融行业,-0.166800
2014-12-31,600109.SH,金融行业,0.188900
2014-11-28,600109.SH,金融行业,0.301700
2014-10-31,600109.SH,金融行业,0.094100
2014-09-30,600109.SH,金融行业,0.051900
2014-08-29,600109.SH,金融行业,-0.013600
2014-07-31,600109.SH,金融行业,0.135700
2014-06-30,600109.SH,金融行业,0.021600
2014-05-30,600109.SH,金融行业,0.036600
2014-04-30,600109.SH,金融行业,0.030800
2014-03-31,600109.SH,金融行业,-0.081200
2014-02-28,600109.SH,金融行业,-0.085400
2019-02-28,600111.SH,有色金属,0.231492
2019-01-31,600111.SH,有色金属,-0.023474
2018-12-28,600111.SH,有色金属,-0.102109
2018-11-30,600111.SH,有色金属,-0.072330
2018-10-31,600111.SH,有色金属,0.034691
2018-09-28,600111.SH,有色金属,0.002810
2018-08-31,600111.SH,有色金属,-0.079109
2018-07-31,600111.SH,有色金属,-0.021434
2018-06-29,600111.SH,有色金属,-0.054500
2018-05-31,600111.SH,有色金属,-0.036100
2018-04-27,600111.SH,有色金属,-0.031400
2018-03-30,600111.SH,有色金属,0.000800
2018-02-28,600111.SH,有色金属,-0.017300
2018-01-31,600111.SH,有色金属,-0.077000
2017-12-29,600111.SH,有色金属,0.033100
2017-11-30,600111.SH,有色金属,-0.014600
2017-10-31,600111.SH,有色金属,-0.101500
2017-09-29,600111.SH,有色金属,-0.103900
2017-08-31,600111.SH,有色金属,-0.007900
2017-07-31,600111.SH,有色金属,0.520200
2017-06-30,600111.SH,有色金属,0.035400
2017-05-31,600111.SH,有色金属,-0.036800
2017-04-28,600111.SH,有色金属,-0.058300
2017-03-31,600111.SH,有色金属,-0.061000
2017-02-28,600111.SH,有色金属,0.031400
2017-01-26,600111.SH,有色金属,0.019700
2016-12-30,600111.SH,有色金属,-0.055200
2016-11-30,600111.SH,有色金属,0.035800
2016-10-31,600111.SH,有色金属,0.016900
2016-09-30,600111.SH,有色金属,-0.075600
2016-08-31,600111.SH,有色金属,-0.011400
2016-07-29,600111.SH,有色金属,0.022600
2016-06-30,600111.SH,有色金属,-0.115800
2016-05-31,600111.SH,有色金属,0.131100
2016-04-29,600111.SH,有色金属,0.064200
2016-03-31,600111.SH,有色金属,0.144500
2016-02-29,600111.SH,有色金属,-0.019500
2016-01-29,600111.SH,有色金属,-0.180000
2015-12-31,600111.SH,有色金属,0.015400
2015-11-30,600111.SH,有色金属,-0.040500
2015-10-30,600111.SH,有色金属,0.153400
2015-09-30,600111.SH,有色金属,-0.040200
2015-08-31,600111.SH,有色金属,-0.028500
2015-07-31,600111.SH,有色金属,-0.200700
2015-06-30,600111.SH,有色金属,-0.205000
2015-05-29,600111.SH,有色金属,0.077200
2015-04-30,600111.SH,有色金属,0.185600
2015-03-31,600111.SH,有色金属,0.057600
2015-02-27,600111.SH,有色金属,-0.022600
2015-01-30,600111.SH,有色金属,0.030500
2014-12-31,600111.SH,有色金属,0.150700
2014-11-28,600111.SH,有色金属,0.024900
2014-10-31,600111.SH,有色金属,0.011100
2014-09-30,600111.SH,有色金属,-0.023900
2014-08-29,600111.SH,有色金属,0.012500
2014-07-31,600111.SH,有色金属,0.124800
2014-06-30,600111.SH,有色金属,0.020800
2014-05-30,600111.SH,有色金属,0.010400
2014-04-30,600111.SH,有色金属,-0.032100
2014-03-31,600111.SH,有色金属,-0.044200
2014-02-28,600111.SH,有色金属,0.009600
2019-02-28,600115.SH,交通运输,0.155148
2019-01-31,600115.SH,交通运输,0.058646
2018-12-28,600115.SH,交通运输,-0.096637
2018-11-30,600115.SH,交通运输,0.054860
2018-10-31,600115.SH,交通运输,-0.104912
2018-09-28,600115.SH,交通运输,-0.024799
2018-08-31,600115.SH,交通运输,-0.008730
2018-07-31,600115.SH,交通运输,-0.103596
2018-06-29,600115.SH,交通运输,-0.097400
2018-05-31,600115.SH,交通运输,0.044000
2018-04-27,600115.SH,交通运输,-0.015100
2018-03-30,600115.SH,交通运输,-0.076200
2018-02-28,600115.SH,交通运输,-0.058600
2018-01-31,600115.SH,交通运输,0.021800
2017-12-29,600115.SH,交通运输,0.110000
2017-11-30,600115.SH,交通运输,0.076600
2017-10-31,600115.SH,交通运输,0.019600
2017-09-29,600115.SH,交通运输,-0.031300
2017-08-31,600115.SH,交通运输,0.039800
2017-07-31,600115.SH,交通运输,-0.003500
2017-06-30,600115.SH,交通运输,-0.001100
2017-05-31,600115.SH,交通运输,0.036300
2017-04-28,600115.SH,交通运输,-0.042900
2017-03-31,600115.SH,交通运输,-0.032700
2017-02-28,600115.SH,交通运输,0.034700
2017-01-26,600115.SH,交通运输,-0.023100
2016-12-30,600115.SH,交通运输,0.082500
2016-11-30,600115.SH,交通运输,0.048000
2016-10-31,600115.SH,交通运输,0.020000
2016-09-30,600115.SH,交通运输,-0.046400
2016-08-31,600115.SH,交通运输,-0.066900
2016-07-29,600115.SH,交通运输,0.059900
2016-06-30,600115.SH,交通运输,-0.015700
2016-05-31,600115.SH,交通运输,0.109700
2016-04-29,600115.SH,交通运输,0.005200
2016-03-31,600115.SH,交通运输,0.093100
2016-02-29,600115.SH,交通运输,-0.078000
2016-01-29,600115.SH,交通运输,-0.210200
2015-12-31,600115.SH,交通运输,0.061800
2015-11-30,600115.SH,交通运输,-0.124400
2015-10-30,600115.SH,交通运输,0.126400
2015-09-30,600115.SH,交通运输,-0.047300
